node,row_idx,A_i_r_db,is_clean_row
Node5-Bogota,84,-0.2347511505038216,True
Node5-Bogota,85,-0.683190531671677,True
Node5-Bogota,86,-0.5258290284778273,True
Node5-Bogota,87,-0.12892088902908638,True
Node5-Bogota,88,-0.4312283318971178,True
Node5-Bogota,89,-0.3151055595886958,True
Node5-Bogota,90,-0.7170014091454502,True
Node5-Bogota,91,-0.10420067657316054,True
Node5-Bogota,92,-0.4237344528518099,True
Node5-Bogota,93,0.29313623346226086,True
Node5-Bogota,94,-0.26920907366530245,True
Node5-Bogota,95,-0.06509594024743742,True
Node5-Bogota,96,-0.017795734470341246,True
Node5-Bogota,97,0.011287623557484416,True
Node5-Bogota,98,-0.35297683981366623,True
